log file,instance id,domain class,search algorithm,plan length,vanilla repair length,vanilla repair,goal reached,num nodes generated,sum h cost,sum f cost,sum h cost time,sum grounding time,search time,search g cost,search repair set,repair length comparison,error message
exp_logs_anu/02 bfs relax-prec lp066/data-network-opt18-strips__pp09-err-rate-0-3.yaml,data-network-opt18-strips__pp09-err-rate-0-3,data-network-opt18-strips,bfs,8,1,"send,(cached ?d ?from),precPos,-1",True,20,0,22,0.0,0.41,1.70,1.0,"send,(cached ?d ?from),precPos,-1",equal,
exp_logs_anu/02 bfs relax-prec lp066/ged-opt14-strips__pd-1-2-err-rate-0-3.yaml,ged-opt14-strips__pd-1-2-err-rate-0-3,ged-opt14-strips,bfs,1,0,,True,2,0,0,0.0,0.03,1.16,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/freecell__pprobfreecell-2-2-err-rate-0-1.yaml,freecell__pprobfreecell-2-2-err-rate-0-1,freecell,bfs,8,1,"sendtohome,(on ?homecard ?vcard),precPos,-1",False,,,,,,1.24,,,,
exp_logs_anu/02 bfs relax-prec lp066/hiking-opt14-strips__pptesting-2-2-3-err-rate-0-5.yaml,hiking-opt14-strips__pptesting-2-2-3-err-rate-0-5,hiking-opt14-strips,bfs,10,0,,True,44,0,0,0.0,0.58,1.84,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/depot__pp01-err-rate-0-1.yaml,depot__pp01-err-rate-0-1,depot,bfs,10,1,"drop,(in ?p ?z),precPos,-1",True,20,0,2,0.0,0.39,1.57,1.0,"drop,(in ?p ?z),precPos,-1",equal,
exp_logs_anu/02 bfs relax-prec lp066/mystery__pprob10-err-rate-0-5.yaml,mystery__pprob10-err-rate-0-5,mystery,bfs,8,2,"feast,(orbits ?l2 ?v),precPos,-1
overcome,(craves ?s1 ?n),precPos,-1",False,,,,,,1.47,,,,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob07-err-rate-0-1.yaml,mprime__pprob07-err-rate-0-1,mprime,bfs,5,0,,True,8,0,0,0.0,0.23,1.39,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/scanalyzer-08-strips__pp25-err-rate-0-3.yaml,scanalyzer-08-strips__pp25-err-rate-0-3,scanalyzer-08-strips,bfs,10,0,,True,14,0,0,0.0,0.31,1.54,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/transport-opt08-strips__pp01-err-rate-0-5.yaml,transport-opt08-strips__pp01-err-rate-0-5,transport-opt08-strips,bfs,5,2,"drop,(capacity ?v ?s2),precPos,-1
pick-up,(capacity-predecessor ?s1 ?s1),precPos,-1",False,,,,,,1.14,,,,
exp_logs_anu/02 bfs relax-prec lp066/data-network-opt18-strips__pp17-err-rate-0-3.yaml,data-network-opt18-strips__pp17-err-rate-0-3,data-network-opt18-strips,bfs,10,0,,True,40,0,15,0.0,1.15,2.53,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob26-err-rate-0-1.yaml,mprime__pprob26-err-rate-0-1,mprime,bfs,6,0,,True,19,0,0,0.0,0.61,1.83,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/tetris-opt14-strips__pp03-4-err-rate-0-5.yaml,tetris-opt14-strips__pp03-4-err-rate-0-5,tetris-opt14-strips,bfs,10,0,,True,78,0,12,0.0,1.56,2.97,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/data-network-opt18-strips__pp02-err-rate-0-3.yaml,data-network-opt18-strips__pp02-err-rate-0-3,data-network-opt18-strips,bfs,7,0,,True,12,0,3,0.0,0.36,1.56,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/data-network-opt18-strips__pp01-err-rate-0-5.yaml,data-network-opt18-strips__pp01-err-rate-0-5,data-network-opt18-strips,bfs,9,2,"load,(cached ?d ?s),effPos,1
release,(usage ?s ?after),effPos,1",False,,,,,,1.53,,,,
exp_logs_anu/02 bfs relax-prec lp066/blocks__pprobBLOCKS-5-1-err-rate-0-3.yaml,blocks__pprobBLOCKS-5-1-err-rate-0-3,blocks,bfs,10,2,"stack,(on ?x ?y),effPos,1
unstack,(holding ?x),effPos,1",True,67,0,89,0.0,0.39,1.63,2.0,"stack,(on ?x ?y),effPos,1
unstack,(holding ?x),effPos,1",equal,
exp_logs_anu/02 bfs relax-prec lp066/mystery__pprob27-err-rate-0-3.yaml,mystery__pprob27-err-rate-0-3,mystery,bfs,5,1,"feast,(attacks ?l2 ?v),precPos,-1",False,,,,,,1.30,,,,
exp_logs_anu/02 bfs relax-prec lp066/visitall-opt11-strips__pproblem03-half-err-rate-0-3.yaml,visitall-opt11-strips__pproblem03-half-err-rate-0-3,visitall-opt11-strips,bfs,7,1,"move,(visited ?nextpos),precPos,-1",False,,,,,,1.33,,,,
exp_logs_anu/02 bfs relax-prec lp066/miconic__ps1-2-err-rate-0-3.yaml,miconic__ps1-2-err-rate-0-3,miconic,bfs,4,2,"depart,(served ?p),effPos,1
down,(lift-at ?f2),effPos,1",True,5,0,2,0.0,0.06,1.26,2.0,"depart,(served ?p),effPos,1
down,(lift-at ?f2),effPos,1",equal,
exp_logs_anu/02 bfs relax-prec lp066/miconic__ps2-0-err-rate-0-1.yaml,miconic__ps2-0-err-rate-0-1,miconic,bfs,8,1,"up,(passenger ?f2),effPos,1",False,,,,,,1.38,,,,
exp_logs_anu/02 bfs relax-prec lp066/miconic__ps1-1-err-rate-0-5.yaml,miconic__ps1-1-err-rate-0-5,miconic,bfs,3,1,"depart,(boarded ?p),precPos,-1",True,4,0,1,0.0,0.05,1.20,1.0,"depart,(boarded ?p),precPos,-1",equal,
exp_logs_anu/02 bfs relax-prec lp066/pipesworld-notankage__pp07-net1-b12-g5-err-rate-0-1.yaml,pipesworld-notankage__pp07-net1-b12-g5-err-rate-0-1,pipesworld-notankage,bfs,10,1,"pop-unitarypipe,(on ?last-batch-atom ?from-area),effPos,1",False,,,,,,1.77,,,,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob19-err-rate-0-1.yaml,mprime__pprob19-err-rate-0-1,mprime,bfs,8,0,,True,23,0,0,0.0,0.72,1.97,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/pipesworld-notankage__pp03-net1-b8-g3-err-rate-0-3.yaml,pipesworld-notankage__pp03-net1-b8-g3-err-rate-0-3,pipesworld-notankage,bfs,10,0,,True,19,0,3,0.0,0.35,1.56,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/woodworking-sat08-strips__pp21-err-rate-0-1.yaml,woodworking-sat08-strips__pp21-err-rate-0-1,woodworking-sat08-strips,bfs,8,0,,False,,,,,,1.30,,,,"An error occurred during A* search: 'small' is not in list. Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 90, in find_path
    neighbours = current_node.get_neighbors()
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 145, in ground_pddl
    parser.parse_domain(domain_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in parse_domain
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in <listcomp>
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in <listcomp>
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
ValueError: 'small' is not in list
"
exp_logs_anu/02 bfs relax-prec lp066/freecell__pprobfreecell-2-2-err-rate-0-5.yaml,freecell__pprobfreecell-2-2-err-rate-0-5,freecell,bfs,8,0,,True,11,0,0,0.0,0.3,1.48,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/freecell__pprobfreecell-2-1-err-rate-0-3.yaml,freecell__pprobfreecell-2-1-err-rate-0-3,freecell,bfs,9,1,"sendtohome,(clear ?card),precPos,-1",False,,,,,,1.41,,,,
exp_logs_anu/02 bfs relax-prec lp066/hiking-opt14-strips__pptesting-2-2-3-err-rate-0-1.yaml,hiking-opt14-strips__pptesting-2-2-3-err-rate-0-1,hiking-opt14-strips,bfs,10,0,,True,30,0,0,0.0,0.37,1.63,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob11-err-rate-0-3.yaml,mprime__pprob11-err-rate-0-3,mprime,bfs,7,0,,True,12,0,0,0.0,0.26,1.42,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/transport-opt08-strips__pp01-err-rate-0-1.yaml,transport-opt08-strips__pp01-err-rate-0-1,transport-opt08-strips,bfs,5,0,,True,9,0,0,0.0,0.09,1.22,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob04-err-rate-0-3.yaml,mprime__pprob04-err-rate-0-3,mprime,bfs,9,0,,True,33,0,0,0.0,0.73,2.04,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob07-err-rate-0-5.yaml,mprime__pprob07-err-rate-0-5,mprime,bfs,5,1,"drink,(attacks ?n2 ?n2),precPos,-1",False,,,,,,1.22,,,,
exp_logs_anu/02 bfs relax-prec lp066/depot__pp01-err-rate-0-5.yaml,depot__pp01-err-rate-0-5,depot,bfs,10,3,"load,(in ?y ?z),effPos,1
lift,(clear ?z),effPos,1
drive,(at ?x ?z),effPos,1",False,,,,,,1.29,,,,
exp_logs_anu/02 bfs relax-prec lp066/mystery__pprob10-err-rate-0-1.yaml,mystery__pprob10-err-rate-0-1,mystery,bfs,8,0,,True,97,0,0,0.0,6.37,8.31,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/ged-opt14-strips__pd-2-3-err-rate-0-3.yaml,ged-opt14-strips__pd-2-3-err-rate-0-3,ged-opt14-strips,bfs,8,2,"end-cut-1,(splicing ),effPos,1
begin-cut,(have-cut ),effPos,1",True,23,0,14,0.0,0.38,2.02,2.0,"end-cut-1,(splicing ),effPos,1
begin-cut,(have-cut ),effPos,1",equal,
exp_logs_anu/02 bfs relax-prec lp066/miconic__ps2-3-err-rate-0-3.yaml,miconic__ps2-3-err-rate-0-3,miconic,bfs,7,1,"depart,(boarded ?p),precPos,-1",True,10,0,3,0.0,0.11,1.25,1.0,"depart,(boarded ?p),precPos,-1",equal,
exp_logs_anu/02 bfs relax-prec lp066/miconic__ps1-1-err-rate-0-1.yaml,miconic__ps1-1-err-rate-0-1,miconic,bfs,3,1,"depart,(boarded ?p),precPos,-1",True,4,0,1,0.0,0.05,1.18,1.0,"depart,(boarded ?p),precPos,-1",equal,
exp_logs_anu/02 bfs relax-prec lp066/miconic__ps2-0-err-rate-0-5.yaml,miconic__ps2-0-err-rate-0-5,miconic,bfs,8,2,"board,(served ?p),effPos,1
board,(boarded ?p),effPos,1",True,10,0,4,0.0,0.12,1.43,2.0,"board,(served ?p),effPos,1
board,(boarded ?p),effPos,1",equal,
exp_logs_anu/02 bfs relax-prec lp066/pipesworld-notankage__pp07-net1-b12-g5-err-rate-0-5.yaml,pipesworld-notankage__pp07-net1-b12-g5-err-rate-0-5,pipesworld-notankage,bfs,10,1,"pop-unitarypipe,(follow ?batch-atom-in ?batch-atom-in),precPos,-1",True,52,0,65,0.0,0.98,2.71,1.0,"pop-unitarypipe,(follow ?batch-atom-in ?batch-atom-in),precPos,-1",equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob19-err-rate-0-5.yaml,mprime__pprob19-err-rate-0-5,mprime,bfs,8,1,"succumb,(harmony ?v ?s1),precPos,-1",False,,,,,,3.65,,,,
exp_logs_anu/02 bfs relax-prec lp066/woodworking-sat08-strips__pp21-err-rate-0-5.yaml,woodworking-sat08-strips__pp21-err-rate-0-5,woodworking-sat08-strips,bfs,8,0,,False,,,,,,1.21,,,,"An error occurred during A* search: 'small' is not in list. Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 90, in find_path
    neighbours = current_node.get_neighbors()
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 145, in ground_pddl
    parser.parse_domain(domain_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in parse_domain
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in <listcomp>
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 213, in <listcomp>
    preconds_tuple = tuple([(preffix, precond.predicate.name, tuple([var_names.index(var.symbol) for var in precond.subterms])) for preffix, precond in preconds_list])
ValueError: 'small' is not in list
"
exp_logs_anu/02 bfs relax-prec lp066/visitall-opt11-strips__pproblem02-full-err-rate-0-3.yaml,visitall-opt11-strips__pproblem02-full-err-rate-0-3,visitall-opt11-strips,bfs,3,1,"move,(connected ?curpos ?curpos),precPos,-1",False,,,,,,1.13,,,,
exp_logs_anu/02 bfs relax-prec lp066/tetris-opt14-strips__pp03-4-err-rate-0-1.yaml,tetris-opt14-strips__pp03-4-err-rate-0-1,tetris-opt14-strips,bfs,10,1,"move_l_down,(clear ?xy_initial1),effPos,1",True,84,0,25,0.0,1.77,3.26,1.0,"move_l_down,(clear ?xy_initial1),effPos,1",equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob25-err-rate-0-3.yaml,mprime__pprob25-err-rate-0-3,mprime,bfs,4,0,,True,8,0,0,0.0,0.14,1.26,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob26-err-rate-0-5.yaml,mprime__pprob26-err-rate-0-5,mprime,bfs,6,0,,True,17,0,0,0.0,0.53,1.83,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/data-network-opt18-strips__pp01-err-rate-0-1.yaml,data-network-opt18-strips__pp01-err-rate-0-1,data-network-opt18-strips,bfs,9,1,"process,(script-io ?sc ?in1 ?out ?in2),precPos,-1",False,,,,,,1.47,,,,
exp_logs_anu/02 bfs relax-prec lp066/tidybot-opt11-strips__pp01-err-rate-0-3.yaml,tidybot-opt11-strips__pp01-err-rate-0-3,tidybot-opt11-strips,bfs,4,0,,False,,,,,,1.20,,,,"An error occurred during A* search: Duplicate definition of element ""cart"". Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 90, in find_path
    neighbours = current_node.get_neighbors()
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 146, in ground_pddl
    parser.parse_problem(task_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 227, in parse_problem
    problem = self._reader.parse_instance(problem_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/fstrips.py"", line 62, in parse_instance
    self.parse_file(filename, 'problem')
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/fstrips.py"", line 55, in parse_file
    self.parser.visit(domain_parse_tree)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/antlr4/tree/Tree.py"", line 34, in visit
    return tree.accept(self)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/_fstrips/parser/parser.py"", line 4883, in accept
    return visitor.visitProblem(self)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/_fstrips/parser/visitor.py"", line 379, in visitProblem
    return self.visitChildren(ctx)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/antlr4/tree/Tree.py"", line 44, in visitChildren
    childResult = c.accept(self)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/_fstrips/parser/parser.py"", line 5143, in accept
    return visitor.visitObject_declaration(self)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/io/_fstrips/reader.py"", line 173, in visitObject_declaration
    self.language.constant(o, t)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/fol.py"", line 251, in constant
    self._check_name_not_defined(name, self._constants, err.DuplicateConstantDefinition)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/tarski/fol.py"", line 286, in _check_name_not_defined
    raise err.DuplicateDefinition(name, self._global_index[name])
tarski.errors.DuplicateDefinition: Duplicate definition of element ""cart""
"
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob30-err-rate-0-3.yaml,mprime__pprob30-err-rate-0-3,mprime,bfs,9,0,,True,22,0,0,0.0,0.69,1.98,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/scanalyzer-08-strips__pp01-err-rate-0-1.yaml,scanalyzer-08-strips__pp01-err-rate-0-1,scanalyzer-08-strips,bfs,10,0,,True,31,0,0,0.0,0.46,1.67,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob20-err-rate-0-5.yaml,mprime__pprob20-err-rate-0-5,mprime,bfs,7,0,,True,25,0,0,0.0,1.01,2.37,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/transport-sat08-strips__pp01-err-rate-0-1.yaml,transport-sat08-strips__pp01-err-rate-0-1,transport-sat08-strips,bfs,6,1,"pick-up,(capacity-predecessor ?s2 ?s1),effPos,1",False,,,,,,1.31,,,,
exp_logs_anu/02 bfs relax-prec lp066/data-network-opt18-strips__pp12-err-rate-0-1.yaml,data-network-opt18-strips__pp12-err-rate-0-1,data-network-opt18-strips,bfs,7,0,,True,8,0,0,0.0,0.45,1.83,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/ged-opt14-strips__pd-3-2-err-rate-0-1.yaml,ged-opt14-strips__pd-3-2-err-rate-0-1,ged-opt14-strips,bfs,8,0,,True,17,0,0,0.0,0.18,1.39,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob35-err-rate-0-5.yaml,mprime__pprob35-err-rate-0-5,mprime,bfs,6,0,,True,13,0,0,0.0,0.26,1.45,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/zenotravel__pp03-err-rate-0-5.yaml,zenotravel__pp03-err-rate-0-5,zenotravel,bfs,6,2,"fly,(in ?l2 ?a),precPos,-1
board,(next ?c ?a),effPos,1",False,,,,,,1.18,,,,
exp_logs_anu/02 bfs relax-prec lp066/tpp__pp01-err-rate-0-5.yaml,tpp__pp01-err-rate-0-5,tpp,bfs,5,0,,True,6,0,0,0.0,0.11,1.33,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/tpp__pp02-err-rate-0-3.yaml,tpp__pp02-err-rate-0-3,tpp,bfs,8,1,"buy,(next ?l2 ?l1),effPos,1",True,12,0,9,0.0,0.15,1.35,1.0,"buy,(next ?l2 ?l1),effPos,1",equal,
exp_logs_anu/02 bfs relax-prec lp066/woodworking-opt08-strips__pp21-err-rate-0-5.yaml,woodworking-opt08-strips__pp21-err-rate-0-5,woodworking-opt08-strips,bfs,5,0,,False,,,,,,1.46,,,,"An error occurred during A* search: 'smooth' is not in list. Stack trace: Traceback (most recent call last):
  File ""instance_solver.py"", line 85, in solve_instance
    searcher.find_path(logger=logger, log_interval=log_interval)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/search_algorithms.py"", line 90, in find_path
    neighbours = current_node.get_neighbors()
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/node.py"", line 162, in get_neighbors
    self.possible_groundings = Node.grounder(domain, task, next_action_pddl)
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/search_partial_grounding/lifted_pddl_grounder.py"", line 145, in ground_pddl
    parser.parse_domain(domain_path)
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in parse_domain
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
  File ""/home/projects/u7899572/conda-envs/main/lib/python3.8/site-packages/lifted_pddl/parser.py"", line 220, in <listcomp>
    effects = tuple([(isinstance(effect, AddEffect), effect.atom.predicate.name, tuple([var_names.index(var.symbol) for var in effect.atom.subterms])) for effect in effects])
ValueError: 'smooth' is not in list
"
exp_logs_anu/02 bfs relax-prec lp066/woodworking-opt08-strips__pp22-err-rate-0-3.yaml,woodworking-opt08-strips__pp22-err-rate-0-3,woodworking-opt08-strips,bfs,8,,,False,,,,,,,,,,"Can't perform vanilla repair: Problem is unsolvable
Traceback (most recent call last):
  File ""instance_solver.py"", line 40, in solve_instance
    gr = ground_repair(
  File ""/home/remote/u7899572/lifted-white-plan-domain-repair/vanilla_runs/run_songtuans_vanilla.py"", line 22, in ground_repair
    raise Exception(""Problem is unsolvable"")
Exception: Problem is unsolvable
"
exp_logs_anu/02 bfs relax-prec lp066/pipesworld-notankage__pp01-net1-b6-g2-err-rate-0-5.yaml,pipesworld-notankage__pp01-net1-b6-g2-err-rate-0-5,pipesworld-notankage,bfs,5,0,,True,10,0,0,0.0,0.19,1.53,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/blocks__pprobBLOCKS-4-0-err-rate-0-5.yaml,blocks__pprobBLOCKS-4-0-err-rate-0-5,blocks,bfs,6,0,,True,18,0,0,0.0,0.13,1.48,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mystery__pprob29-err-rate-0-1.yaml,mystery__pprob29-err-rate-0-1,mystery,bfs,4,1,"overcome,(harmony ?s1 ?n),precPos,-1",False,,,,,,1.22,,,,
exp_logs_anu/02 bfs relax-prec lp066/ged-opt14-strips__pd-4-2-err-rate-0-1.yaml,ged-opt14-strips__pd-4-2-err-rate-0-1,ged-opt14-strips,bfs,7,0,,True,10,0,0,0.0,0.16,1.37,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob28-err-rate-0-3.yaml,mprime__pprob28-err-rate-0-3,mprime,bfs,9,0,,True,28,0,0,0.0,0.65,1.92,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob17-err-rate-0-3.yaml,mprime__pprob17-err-rate-0-3,mprime,bfs,4,0,,True,9,0,0,0.0,0.34,1.53,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/mystery__pprob03-err-rate-0-1.yaml,mystery__pprob03-err-rate-0-1,mystery,bfs,4,0,,True,7,0,0,0.0,0.16,1.35,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/freecell__pprobfreecell-2-4-err-rate-0-5.yaml,freecell__pprobfreecell-2-4-err-rate-0-5,freecell,bfs,8,0,,True,9,0,0,0.0,0.24,1.43,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/driverlog__pp01-err-rate-0-1.yaml,driverlog__pp01-err-rate-0-1,driverlog,bfs,7,1,"drive-truck,(in ?loc-to ?loc-to),precPos,-1",True,15,0,2,0.0,0.26,1.43,1.0,"drive-truck,(in ?loc-to ?loc-to),precPos,-1",equal,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob01-err-rate-0-5.yaml,mprime__pprob01-err-rate-0-5,mprime,bfs,5,0,,True,8,0,0,0.0,0.2,1.34,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/visitall-opt11-strips__pproblem02-half-err-rate-0-3.yaml,visitall-opt11-strips__pproblem02-half-err-rate-0-3,visitall-opt11-strips,bfs,1,1,"move,(visited ?nextpos),effPos,1",True,2,0,1,0.0,0.03,1.13,1.0,"move,(visited ?nextpos),effPos,1",equal,
exp_logs_anu/02 bfs relax-prec lp066/miconic__ps1-4-err-rate-0-3.yaml,miconic__ps1-4-err-rate-0-3,miconic,bfs,4,1,"board,(floor ?p),effPos,1",False,,,,,,1.18,,,,
exp_logs_anu/02 bfs relax-prec lp066/pegsol-08-strips__pp03-err-rate-0-3.yaml,pegsol-08-strips__pp03-err-rate-0-3,pegsol-08-strips,bfs,10,1,"jump-continue-move,(free ?over),precPos,-1",False,,,,,,114.36,,,,
exp_logs_anu/02 bfs relax-prec lp066/tpp__pp01-err-rate-0-1.yaml,tpp__pp01-err-rate-0-1,tpp,bfs,5,0,,True,6,0,0,0.0,0.09,1.41,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/transport-sat08-strips__pp01-err-rate-0-5.yaml,transport-sat08-strips__pp01-err-rate-0-5,transport-sat08-strips,bfs,6,1,"pick-up,(capacity-predecessor ?s2 ?s2),precPos,-1",False,,,,,,1.17,,,,
exp_logs_anu/02 bfs relax-prec lp066/mprime__pprob20-err-rate-0-1.yaml,mprime__pprob20-err-rate-0-1,mprime,bfs,7,0,,True,25,0,0,0.0,1.01,2.28,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/scanalyzer-08-strips__pp01-err-rate-0-5.yaml,scanalyzer-08-strips__pp01-err-rate-0-5,scanalyzer-08-strips,bfs,10,1,"analyze-2,(analyzed ?c1),effPos,1",True,74,0,2,0.0,1.35,2.70,1.0,"analyze-2,(analyzed ?c1),effPos,1",equal,
exp_logs_anu/02 bfs relax-prec lp066/ged-opt14-strips__pd-3-2-err-rate-0-5.yaml,ged-opt14-strips__pd-3-2-err-rate-0-5,ged-opt14-strips,bfs,8,2,"end-splice-1,(swappable ?y ?x),precPos,-1
begin-cut,(s-first ?y),precPos,-1",True,23,0,25,0.0,0.4,1.72,2.0,"end-splice-1,(swappable ?y ?x),precPos,-1
begin-cut,(s-first ?y),precPos,-1",equal,
exp_logs_anu/02 bfs relax-prec lp066/ged-opt14-strips__pd-3-1-err-rate-0-3.yaml,ged-opt14-strips__pd-3-1-err-rate-0-3,ged-opt14-strips,bfs,9,0,,True,29,0,2,0.0,0.38,1.75,0.0,,equal,
exp_logs_anu/02 bfs relax-prec lp066/data-network-opt18-strips__pp11-err-rate-0-3.yaml,data-network-opt18-strips__pp11-err-rate-0-3,data-network-opt18-strips,bfs,7,1,"load,(cached ?d ?s),effPos,1",False,,,,,,1.72,,,,
